Index finger,Middle finger,Ring  finger
60.15,62.16,65.77
60.07,62.05,65.66
59.94,61.9,65.47
59.79,61.78,65.27
59.61,61.66,65.11
59.5,61.53,64.95
59.42,61.48,64.79
59.41,61.42,64.69
59.38,61.32,64.55
59.39,61.24,64.43
59.31,61.1,64.22
59.27,60.93,64.05
59.24,60.82,63.89
59.16,60.75,63.75
59.2,60.66,63.66
59.21,60.67,63.61
59.26,60.66,63.58
59.2,60.66,63.49
59.22,60.62,63.43
59.2,60.59,63.3
59.2,60.55,63.28
59.21,60.55,63.21
59.21,60.55,63.19
59.31,60.56,63.22
59.34,60.58,63.21
59.43,60.65,63.28
59.57,60.75,63.33
59.78,60.78,63.43
59.94,60.88,63.48
60.14,60.93,63.52
60.26,60.92,63.51
60.44,60.93,63.5
60.64,61.02,63.55
60.83,61.09,63.58
61.02,61.21,63.68
61.22,61.29,63.7
61.43,61.44,63.81
61.76,61.58,63.9
62.06,61.71,63.99
62.29,61.77,64.02
62.67,61.82,64.1
63.14,61.98,64.23
63.55,62.23,64.45
63.95,62.52,64.72
64.3,62.89,65.15
64.66,63.3,65.71
65.12,63.73,66.23
65.59,64.16,66.72
65.98,64.48,67.11
66.42,64.89,67.52
66.88,65.33,68.02
67.23,65.79,68.47
67.57,66.2,68.93
67.81,66.59,69.3
68.14,66.95,69.77
68.59,67.36,70.15
69.19,67.72,70.55
69.6,68.03,70.87
69.99,68.4,71.26
70.34,68.73,71.59
70.61,69.06,71.98
70.72,69.37,72.26
70.87,69.67,72.65
71.09,70.01,73.08
71.38,70.46,73.51
71.73,70.88,74.06
72.08,71.3,74.51
72.37,71.71,74.97
72.64,72.05,75.36
72.89,72.39,75.67
73.17,72.67,76.04
73.55,73.04,76.45
73.98,73.52,77
74.35,73.98,77.52
74.78,74.42,77.94
75.14,74.82,78.42
75.51,75.2,78.8
75.85,75.58,79.18
76.16,75.97,79.67
76.49,76.4,80.19
76.85,76.88,80.81
77.3,77.41,81.49
77.77,77.86,82.06
78.16,78.32,82.64
78.62,78.83,83.33
79.21,79.46,84.26
79.87,80.19,85.21
80.58,80.89,86.06
81.13,81.42,86.82
81.53,81.79,87.42
81.89,82.17,87.91
82.34,82.79,88.52
82.82,83.14,89.18
83.28,83.64,89.85
83.76,84.14,90.59
84.27,84.61,91.23
84.71,85.05,91.93
85.09,85.48,92.17
85.32,85.72,92.44
85.39,85.8,92.52
85.39,85.79,92.49
85.41,85.8,92.51
85.53,85.89,92.57
85.72,86.04,92.7
85.92,86.18,92.82
86.09,86.39,93.07
86.34,86.63,93.25
86.53,86.76,93.43
86.58,86.82,93.47
86.58,86.83,93.45
86.61,86.88,93.55
86.7,86.98,93.61
86.78,87.03,93.6
86.83,87.08,93.62
86.9,87.08,93.62
86.9,87.06,93.58
86.93,86.99,93.45
86.87,86.94,93.23
86.74,86.68,93.01
86.55,86.48,92.7
86.44,86.38,92.62
86.44,86.35,92.7
86.35,86.35,92.58
86.25,86.26,92.43
86.13,86.12,92.33
85.95,85.93,92.12
85.65,85.66,91.84
85.34,85.36,91.54
85.19,85.19,91.32
85.17,85.14,91.23
85.15,85.15,91.11
85.14,85.1,91.06
85.11,85.07,91.03
85.13,85.09,90.99
85.09,85.04,90.93
85.02,84.91,90.82
84.81,84.65,90.58
84.33,84.27,90.19
83.83,83.83,89.71
83.26,83.31,89.13
82.57,82.74,88.47
81.93,82.18,87.87
81.32,81.79,87.35
80.72,81.36,86.81
80.15,80.96,86.29
79.62,80.67,85.87
79.07,80.32,85.35
78.39,79.83,84.73
77.48,79.31,83.99
76.6,78.72,83.36
75.76,78.34,82.84
75.29,78.07,82.47
75.07,77.85,82.11
74.81,77.56,81.83
74.4,77.3,81.49
73.92,76.99,81.12
73.32,76.64,80.62
72.36,76.04,79.96
71.17,75.44,79.25
69.89,74.86,78.61
68.92,74.53,78.26
68.26,74.32,77.98
67.71,74.06,77.67
67.17,73.8,77.34
66.59,73.45,76.92
65.94,73.07,76.52
65.38,72.73,76.17
65.11,72.57,75.96
65.13,72.53,75.81
65.26,72.56,75.84
65.3,72.63,75.88
65.28,72.68,75.89
65.36,72.8,75.93
65.49,72.89,76.01
65.7,73.03,76.1
66.16,73.23,76.27
66.91,73.59,76.53
67.84,74.03,76.75
68.8,74.46,77.08
69.68,74.91,77.35
70.48,75.35,77.67
71.31,75.84,77.92
72.3,76.32,78.31
73.38,76.93,78.71
74.67,77.65,79.33
76.25,78.63,80.19
77.93,79.79,81.2
79.4,80.87,82.13
80.71,81.88,82.98
81.97,82.75,83.71
83.28,83.69,84.49
84.46,84.53,85.16
85.84,85.53,85.99
87.23,86.53,86.91
88.61,87.63,87.78
90.06,88.66,88.73
91.36,89.69,89.71
92.62,90.62,90.56
93.82,91.57,91.39
95.47,92.58,92.35
96.51,93.79,93.52
98.01,95.17,94.88
99.6,96.62,96.28
101.21,97.95,97.57
102.68,99.34,98.91
104.12,100.73,100.29
105.61,102.18,101.74
107,103.51,103.17
108.25,104.89,104.46
109.44,106.14,105.67
110.55,107.41,106.94
111.75,108.73,108.24
112.93,110.09,109.69
114.06,111.47,111.04
115.2,112.71,112.33
116.34,113.97,113.55
117.72,115.14,114.78
119,116.33,115.97
120.45,117.52,117.27
121.99,118.83,118.6
123.51,120.13,119.95
125.12,121.5,121.34
126.75,122.94,122.77
128.31,124.37,124.12
129.94,125.78,125.54
131.51,127.12,126.96
133.07,128.49,128.44
134.47,129.81,129.87
135.86,131.1,131.29
137.28,132.36,132.7
138.69,133.61,134.05
140.03,134.81,135.42
141.34,136,136.82
142.61,137.14,138.07
143.85,138.27,139.28
145.04,139.33,140.53
146.29,140.44,141.82
147.53,141.52,143.06
148.57,142.68,144.32
149.61,143.66,145.47
150.65,144.62,146.57
151.58,145.56,147.59
152.44,146.5,148.7
153.43,147.46,149.8
154.5,148.5,151.03
155.47,149.54,152.2
156.47,150.64,153.5
157.44,151.87,154.91
158.37,153.04,156.17
159.09,153.93,157.21
159.72,154.81,158.19
160.35,155.6,159.14
160.88,156.38,160.11
161.43,157.13,160.95
161.88,157.69,161.67
162.19,158.21,162.26
162.32,158.59,162.73
162.3,158.91,163.15
162.37,159.21,163.52
162.37,159.43,163.93
162.27,159.67,164.24
162.25,159.83,164.6
162.2,159.98,164.83
162.17,160.14,165.03
162.17,160.19,165.17
162.15,160.33,165.39
162.13,160.42,165.54
162.16,160.52,165.63
162.17,160.59,165.8
162.15,160.65,165.95
162.06,160.74,166.08
162.04,160.8,166.21
162,160.84,166.33
162.01,160.91,166.4
162.01,160.99,166.45
161.98,161.03,166.54
161.97,161.07,166.56
161.95,161.1,166.58
161.95,161.12,166.64
161.96,161.2,166.76
161.95,161.19,166.81
161.93,161.28,166.92
161.94,161.31,166.95
161.91,161.35,167
161.87,161.37,167
161.91,161.39,167.01
161.82,161.37,167.01
161.84,161.36,167.09
161.84,161.39,167.1
161.85,161.4,167.16
161.84,161.44,167.14
161.84,161.48,167.18
161.89,161.51,167.26
161.93,161.58,167.27
161.95,161.59,167.31
161.92,161.59,167.34
161.9,161.62,167.37
161.91,161.63,167.41
161.91,161.65,167.45
161.87,161.65,167.45
161.85,161.64,167.45
161.89,161.65,167.45
161.88,161.68,167.53
161.93,161.7,167.54
161.86,161.74,167.54
161.82,161.71,167.54
161.82,161.68,167.54
161.81,161.71,167.54
161.87,161.69,167.61
161.86,161.73,167.65
161.91,161.76,167.65
161.92,161.76,167.66
161.9,161.78,167.69
161.86,161.75,167.72
161.85,161.72,167.7
161.88,161.75,167.7
161.94,161.79,167.7
161.96,161.81,167.78
162,161.85,167.8
161.98,161.83,167.8
161.98,161.85,167.82
162.03,161.86,167.84
161.95,161.87,167.81
161.98,161.88,167.85
162.03,161.94,167.89
161.99,161.94,167.9
162.05,161.95,167.95
162.04,161.96,167.93
161.99,161.94,167.93
161.99,162,167.91
162.04,161.96,167.98
162.01,161.97,167.99
162,162.01,168.02
162.04,162.04,168.05
162.07,162.07,168.07
162.1,162.05,168.09
162.07,162.05,168.07
162.06,162.05,168.08
162.06,162.03,168.06
162.06,162.02,168.07
162.08,162.07,168.09
162.14,161.99,168.07
162.15,162.05,168.06
162.18,162.03,168.07
162.17,162.04,168.1
162.19,161.97,168.05
162.19,161.95,168.01
162.15,161.97,168.01
162.22,162,167.98
162.15,161.95,167.96
162.23,161.92,167.96
162.27,161.92,167.87
162.3,161.9,167.8
162.35,161.85,167.76
162.34,161.76,167.68
162.34,161.76,167.64
162.39,161.66,167.49
162.41,161.56,167.38
162.39,161.51,167.3
162.44,161.49,167.17
162.53,161.41,167.13
162.49,161.37,167.09
162.47,161.32,167.01
162.48,161.26,166.95
162.39,161.21,166.82
162.38,161.17,166.79
162.38,161.08,166.71
162.4,161.02,166.57
162.4,160.92,166.48
162.35,160.81,166.3
162.24,160.63,166.04
162.16,160.37,165.75
161.85,160.12,165.45
161.67,159.9,165.15
161.46,159.65,164.84
161.22,159.35,164.48
160.94,159.04,164.18
160.6,158.65,163.72
160.25,158.22,163.11
159.81,157.7,162.34
159.25,157.01,161.53
158.72,156.36,160.73
158.07,155.65,159.93
157.45,155.06,159.19
156.86,154.49,158.64
156.23,154,158.05
155.6,153.44,157.39
154.78,152.73,156.58
153.54,151.64,155.35
152.03,150.18,153.68
150.16,148.52,151.79
148.37,147.03,150.3
146.97,146,149.15
145.95,145.23,148.69
145.21,144.62,148.09
144.34,144.01,147.48
143.33,143.11,146.58
142.07,142.11,145.47
140.5,140.69,144.06
138.66,139.06,142.28
136.45,137.15,140.21
134.17,135.2,138.29
132.2,133.51,136.69
131.1,132.17,135.38
129.67,130.87,134.02
128.32,129.47,132.57
126.89,127.96,130.96
125.41,126.37,129.19
123.9,124.66,127.32
122.3,122.94,125.41
120.68,121.33,123.77
119.3,119.99,122.43
118.18,118.99,121.4
117.23,118.1,120.5
116.34,117.24,119.79
115.54,116.47,118.99
114.8,115.73,118.18
114.02,114.86,117.31
113.14,113.87,116.29
112.14,112.78,115.21
111.05,111.7,114.1
110.02,110.61,113.05
108.96,109.48,111.95
107.89,108.42,110.89
106.88,107.4,110.42
106.04,106.48,109.64
105.29,105.68,108.9
104.55,104.9,108.87
103.82,104.17,108.16
103.03,103.35,107.44
102.28,102.5,106.63
101.5,101.76,105.89
100.86,101.03,105.29
100.17,100.35,104.68
99.57,99.73,104.1
99.2,99.12,103.56
98.62,98.56,103.09
98.04,98,102.48
97.41,97.42,102.8
96.79,96.82,102.18
96.24,96.3,101.6
95.61,95.74,101.04
95.01,95.12,100.41
94.4,94.5,99.83
93.76,93.95,99.23
93.19,93.43,98.67
92.61,92.9,98.11
91.99,92.56,97.59
91.47,92.1,97.06
90.96,91.61,96.58
90.42,91.18,96.08
89.89,90.76,95.59
89.44,90.47,95.12
88.96,90,94.61
88.47,89.51,94.04
87.93,88.98,93.5
87.42,88.44,92.94
86.76,87.93,92.42
86.2,87.43,91.85
85.54,86.85,91.22
84.92,86.24,90.57
84.27,85.64,89.92
83.72,85.1,89.31
83.19,84.6,88.85
82.71,84.16,88.41
82.14,83.65,87.94
81.64,83.2,87.47
81,82.65,86.84
80.34,81.98,86.14
79.74,81.42,85.61
79.25,80.91,85.08
78.77,80.41,84.58
78.36,79.92,84.19
77.97,79.55,83.75
77.63,79.13,83.4
77.24,78.73,82.96
76.79,78.27,82.51
76.3,77.81,82.04
75.72,77.21,81.56
75.07,76.61,80.87
74.49,76,80.2
73.87,75.36,79.59
73.27,74.84,79.02
72.67,74.31,78.52
72.16,73.8,78.04
71.71,73.29,77.51
71.31,72.81,77.06
70.93,72.36,76.59
70.61,71.88,76.16
70.36,71.44,75.69
70,71.05,75.28
69.66,70.68,74.9
69.33,70.33,74.51
69,69.95,74.14
68.69,69.54,73.76
68.26,69.15,73.36
67.93,68.78,73.09
67.65,68.48,72.82
67.4,68.17,72.54
67.14,67.91,72.32
66.88,67.67,72.05
66.57,67.42,71.82
66.38,67.1,71.45
66.11,66.89,71.17
65.85,66.63,70.9
65.58,66.34,70.6
65.34,66.05,70.31
65.07,65.78,70.03
64.84,65.5,69.7
64.59,65.15,69.28
64.42,64.79,68.94
64.28,64.5,68.63
64.14,64.22,68.34
63.99,63.95,67.99
63.79,63.59,67.67
63.55,63.25,67.25
63.27,62.89,66.87
62.99,62.58,66.51
62.76,62.19,66.16
62.53,61.96,65.88
62.34,61.74,65.71
62.2,61.53,65.47
62.12,61.32,65.25
62,61.15,65.14
61.94,61.05,65.07
61.9,61.01,65.09
61.91,61.04,65.11
61.79,61.02,65.1
61.72,60.95,65.13
61.62,60.95,65.17
61.54,60.87,65.15
61.44,60.86,65.12
61.38,60.82,65.17
61.34,60.88,65.19
61.29,60.89,65.21
61.12,60.75,65.12
61,60.71,65.1
60.84,60.68,65.11
60.73,60.67,65.12
60.63,60.67,65.1
60.55,60.64,65.13
60.47,60.63,65.08
60.36,60.54,65.01
60.07,60.39,64.86
59.84,60.28,64.75
59.67,60.21,64.68
59.43,60.17,64.68
59.24,60.15,64.59
59.06,60.08,64.56
58.88,60.02,64.5
58.72,59.93,64.44
58.55,59.86,64.4
58.4,59.84,64.34
58.23,59.78,64.26
58.09,59.77,64.26
57.93,59.69,64.19
57.73,59.64,64.22
57.51,59.65,64.17
57.35,59.57,64.12
57.25,59.52,64.05
57.22,59.44,63.94
57.13,59.36,63.92
57.09,59.35,63.88
56.98,59.35,63.94
56.95,59.31,63.89
56.86,59.27,63.89
56.81,59.29,63.83
56.84,59.28,63.82
56.78,59.22,63.83
56.77,59.23,63.82
56.72,59.27,63.83
56.73,59.2,63.8
56.77,59.25,63.85
56.74,59.23,63.83
56.7,59.26,63.84
56.73,59.26,63.86
56.77,59.26,63.88
56.73,59.26,63.88
56.69,59.25,63.84
56.66,59.26,63.81
56.63,59.24,63.78
56.65,59.25,63.77
56.63,59.22,63.79
56.65,59.24,63.81
56.62,59.24,63.81
56.58,59.21,63.8
56.54,59.19,63.78
56.55,59.17,63.79
56.5,59.18,63.77
56.55,59.17,63.73
56.57,59.19,63.77
56.57,59.19,63.8
56.59,59.21,63.79
56.54,59.22,63.76
56.55,59.22,63.78
56.54,59.16,63.77
56.53,59.16,63.74
56.52,59.17,63.74
56.52,59.16,63.75
56.58,59.18,63.81
56.56,59.21,63.8
56.6,59.23,63.82
56.58,59.23,63.83
56.55,59.2,63.87
56.57,59.24,63.85
56.6,59.25,63.9
56.6,59.22,63.87
56.55,59.2,63.88
56.54,59.19,63.85
56.51,59.16,63.84
56.49,59.15,63.81
56.53,59.15,63.79
56.52,59.14,63.81
56.51,59.17,63.8
56.49,59.11,63.78
56.45,59.12,63.75
56.48,59.09,63.71
56.45,58.99,63.62
56.43,58.96,63.63
56.48,58.96,63.58
56.47,58.96,63.64
56.48,58.99,63.65
56.52,59.03,63.71
56.47,59.03,63.67
56.47,58.99,63.65
56.45,58.99,63.63
56.41,59,63.63
56.41,58.98,63.64
56.41,58.94,63.61
56.4,58.93,63.61
56.43,58.94,63.66
56.39,58.94,63.62
56.4,58.93,63.62
56.42,58.91,63.55
56.36,58.88,63.54
56.33,58.91,63.54
56.34,58.87,63.54
56.34,58.85,63.5
56.4,58.87,63.54
56.43,58.91,63.55
56.39,58.88,63.55
56.35,58.86,63.53
56.33,58.83,63.48
56.29,58.83,63.49
56.3,58.82,63.49
56.3,58.83,63.52
56.31,58.8,63.52
56.3,58.82,63.52
56.27,58.83,63.51
56.35,58.84,63.52
56.33,58.79,63.52
56.29,58.82,63.53
56.32,58.82,63.5
56.3,58.83,63.52
56.3,58.83,63.52
56.32,58.81,63.53
56.33,58.81,63.49
56.29,58.77,63.47
56.28,58.77,63.47
56.28,58.79,63.45
56.28,58.77,63.44
56.31,58.78,63.45
56.32,58.81,63.51
56.32,58.77,63.47
56.32,58.79,63.45
56.35,58.78,63.43
56.35,58.79,63.46
56.33,58.77,63.46
56.35,58.82,63.49
56.36,58.81,63.49
56.4,58.8,63.5
56.39,58.82,63.53
56.38,58.81,63.54
56.4,58.81,63.5
56.35,58.8,63.49
56.34,58.76,63.47
56.34,58.72,63.45
56.27,58.74,63.38
56.32,58.74,63.41
56.3,58.77,63.44
56.37,58.77,63.47
56.35,58.77,63.48
56.3,58.76,63.41
56.3,58.7,63.41
56.31,58.67,63.39
56.29,58.69,63.38
56.3,58.68,63.35
56.3,58.65,63.38
56.31,58.69,63.35
56.35,58.7,63.41
56.37,58.72,63.42
56.34,58.72,63.44
56.31,58.69,63.41
56.3,58.7,63.39
56.31,58.68,63.39
56.28,58.65,63.34
56.29,58.67,63.35
56.3,58.63,63.36
56.33,58.62,63.4
56.3,58.61,63.39
56.33,58.66,63.39
56.3,58.59,63.34
56.29,58.6,63.31
56.31,58.58,63.34
56.31,58.62,63.32
56.32,58.58,63.32
56.32,58.59,63.31
56.29,58.58,63.29
56.33,58.54,63.31
56.33,58.51,63.32
56.31,58.54,63.28
56.3,58.53,63.27
56.3,58.53,63.28
56.3,58.53,63.31
56.33,58.53,63.27
56.31,58.51,63.3
56.34,58.52,63.26
56.32,58.51,63.28
56.3,58.53,63.25
56.31,58.49,63.22
56.32,58.46,63.21
56.31,58.47,63.19
56.31,58.46,63.24
56.3,58.47,63.25
56.31,58.44,63.21
56.35,58.46,63.24
56.34,58.45,63.22
56.32,58.45,63.19
56.28,58.39,63.17
56.27,58.35,63.19
56.29,58.31,63.15
56.3,58.3,63.15
56.29,58.31,63.17
56.28,58.32,63.16
56.31,58.3,63.16
56.28,58.3,63.15
56.25,58.31,63.15
56.23,58.27,63.13
56.25,58.26,63.12
56.22,58.27,63.13
56.27,58.29,63.11
56.27,58.23,63.11
56.27,58.21,63.13
56.25,58.19,63.09
56.25,58.16,63.07
56.21,58.14,63.07
56.21,58.17,63.06
56.24,58.15,63.06
56.25,58.11,63.04
56.28,58.17,63.09
56.29,58.16,63.08
56.25,58.17,63.07
56.24,58.14,63.02
56.22,58.14,63.05
56.22,58.1,63
56.22,58.08,62.98
56.21,58.04,62.99
56.24,58.07,63.01
56.24,58.08,62.98
56.23,58.03,63.01
56.25,58.03,62.97
56.26,58,62.98
56.25,57.96,62.96
56.26,57.95,62.92
56.22,57.94,62.97
56.24,57.91,62.97
56.24,57.98,62.97
56.25,57.89,62.95
56.25,57.92,62.95
56.26,57.91,62.96
56.25,57.91,62.94
56.28,57.88,62.94
56.25,57.86,62.92
56.27,57.84,62.91
56.23,57.83,62.93
56.24,57.82,62.93
56.27,57.85,62.9
56.26,57.82,62.96
56.25,57.8,62.88
56.23,57.78,62.9
56.21,57.79,62.9
56.24,57.75,62.89
56.21,57.76,62.89
56.24,57.76,62.87
56.24,57.75,62.9
56.2,57.73,62.89
56.21,57.74,62.89
56.19,57.74,62.91
56.25,57.74,62.81
56.22,57.68,62.82
56.19,57.69,62.83
56.21,57.69,62.81
56.2,57.67,62.8
56.18,57.68,62.83
56.17,57.68,62.87
56.19,57.66,62.8
56.2,57.64,62.81
56.19,57.64,62.78
56.13,57.57,62.78
56.13,57.58,62.77
56.14,57.57,62.81
56.09,57.57,62.76
56.13,57.53,62.77
56.14,57.51,62.78
56.09,57.52,62.76
56.11,57.5,62.73
56.09,57.49,62.77
56.05,57.48,62.72
56.04,57.43,62.76
56.09,57.49,62.76
56.08,57.47,62.78
56.08,57.44,62.75
56.08,57.47,62.76
56.09,57.48,62.77
56.06,57.42,62.73
56.01,57.38,62.71
56.01,57.41,62.72
56.01,57.39,62.72
56.02,57.4,62.72
56.02,57.4,62.73
56.04,57.4,62.75
56,57.38,62.71
56.03,57.39,62.74
56,57.37,62.71
55.99,57.34,62.7
55.97,57.31,62.71
55.95,57.29,62.7
56,57.36,62.69
56,57.39,62.79
56.01,57.39,62.74
56.01,57.36,62.7
55.97,57.32,62.67
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
